,extraction_date,round,name,club,position,fantasy_value,fantasy_position_group,minutes,man_of_match,meters_carried,defenders_beaten,offloads,tries,assists,conversions,penalties,drop_goals,scrum_wins,kick_50_22,tackles,breakdown_steals,lineout_steals,penalties_conceded,yellow_cards,red_cards,points,points_per_min
0,2025-03-13,1,G. Alldritt,France,Back Row,17.0,Back Row,80,1,90,2,1,1,0,0,0,0,3,0,18,1,0,0,0,0,71.0,88
1,2025-03-13,1,H. Jones,Scotland,Centre,16.0,Centre,80,1,126,2,0,3,0,0,0,0,0,0,5,0,0,0,0,0,66.0,82
2,2025-03-13,1,R. Darge,Scotland,Back Row,14.0,Back Row,80,0,53,2,3,1,0,0,0,0,5,0,12,1,0,0,0,0,52.0,65
3,2025-03-13,1,T. Curry,England,Back Row,14.0,Back Row,80,0,32,1,0,1,0,0,0,0,2,0,13,3,0,0,0,0,50.0,62
4,2025-03-13,1,J. Morgan,Wales,Back Row,16.0,Back Row,80,0,121,3,1,0,0,0,0,0,8,0,21,0,0,0,0,0,49.0,61
5,2025-03-13,1,J. Gibson-Park,Ireland,Scrum-Half,16.0,Scrum-Half,74,1,39,1,1,1,0,0,0,0,0,0,10,0,0,0,0,0,42.0,56
6,2025-03-13,1,L. Bielle-Biarrey,France,Back Three,15.0,Back Three,80,0,53,5,1,2,0,0,0,0,0,0,4,0,0,0,0,0,41.0,51
7,2025-03-13,1,J. Lowe,Ireland,Back Three,18.0,Back Three,80,0,167,3,1,0,3,0,0,0,0,0,5,0,0,0,0,0,41.0,51
8,2025-03-13,1,D. Graham,Scotland,Back Three,16.0,Back Three,72,0,122,11,0,0,1,0,0,0,0,0,3,0,0,0,0,0,41.0,56
9,2025-03-13,1,T. Menoncello,Italy,Centre,15.0,Centre,80,0,100,3,2,0,0,0,0,0,0,0,15,1,0,1,0,0,39.0,48
10,2025-03-13,1,T. Attissogbe,France,Back Three,11.0,Back Three,80,0,79,1,1,2,0,0,0,0,0,0,7,0,0,0,0,0,38.0,47
11,2025-03-13,1,T. Ramos,France,Back Three,19.0,Back Three,67,0,58,4,1,0,1,4,0,0,0,1,3,0,0,0,0,0,37.0,55
12,2025-03-13,1,T. Beirne,Ireland,Second Row,17.0,Second Row,80,0,25,0,0,1,0,0,0,0,3,0,12,1,0,2,0,0,35.0,43
13,2025-03-13,1,D. Jenkins,Wales,Second Row,15.0,Second Row,80,0,34,0,0,0,0,0,0,0,8,0,24,0,0,0,0,0,35.0,43
14,2025-03-13,1,S. Negri,Italy,Back Row,12.0,Back Row,80,0,48,1,0,0,0,0,0,0,3,0,26,0,0,2,0,0,33.0,41
15,2025-03-13,1,T. Freeman,England,Back Three,14.0,Back Three,80,0,85,4,0,1,0,0,0,0,0,0,6,0,0,0,0,0,32.0,40
16,2025-03-13,1,B. Aki,Ireland,Centre,15.0,Centre,57,0,78,3,1,1,0,0,0,0,0,0,6,0,0,0,0,0,31.0,54
17,2025-03-13,1,W. Rowlands,Wales,Second Row,10.0,Second Row,80,0,43,1,0,0,0,0,0,0,8,0,17,0,0,0,0,0,31.0,38
18,2025-03-13,1,M. Smith,England,Fly-Half,17.0,Fly-Half,69,0,88,4,1,0,0,2,1,0,0,0,10,0,0,1,1,0,29.0,42
19,2025-03-13,1,T. Reffell,Wales,Back Row,17.0,Subs,74,0,36,0,0,0,0,0,0,0,8,0,13,1,0,0,0,0,29.0,39
20,2025-03-13,1,B. Kinghorn,Scotland,Back Three,17.0,Back Three,80,0,159,4,2,0,0,0,0,0,0,0,2,0,0,1,0,0,28.0,35
21,2025-03-13,1,D. van der Merwe,Scotland,Back Three,19.0,Back Three,80,0,111,4,1,0,0,0,0,0,0,0,6,0,0,0,0,0,27.0,33
22,2025-03-13,1,J. Marchand,France,Hooker,13.0,Subs,31,0,13,1,1,1,0,0,0,0,1,0,6,0,0,0,0,0,27.0,87
23,2025-03-13,1,J. Brex,Italy,Centre,14.0,Centre,80,0,83,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,27.0,33
24,2025-03-13,1,B. Earl,England,Back Row,20.0,Back Row,55,0,58,4,0,0,0,0,0,0,1,0,7,1,0,0,0,0,26.0,47
25,2025-03-13,1,D. Fischetti,Italy,Prop,12.0,Prop,67,0,14,0,1,0,0,0,0,0,3,0,16,1,0,1,0,0,26.0,38
26,2025-03-13,1,C. Doris,Ireland,Back Row,18.0,Back Row,80,0,49,0,2,0,0,0,0,0,3,0,14,0,0,0,0,0,25.0,31
27,2025-03-13,1,D. Sheehan,Ireland,Hooker,18.0,Subs,30,0,30,1,0,1,0,0,0,0,1,0,4,0,0,0,0,0,25.0,83
28,2025-03-13,1,J. van der Flier,Ireland,Back Row,15.0,Back Row,80,0,24,1,0,0,0,0,0,0,3,0,18,0,0,1,0,0,24.0,30
29,2025-03-13,1,A. Porter,Ireland,Prop,15.0,Prop,73,0,34,1,1,0,0,0,0,0,3,0,14,0,0,0,0,0,24.0,32
30,2025-03-13,1,M. Lamaro,Italy,Back Row,15.0,Back Row,62,0,5,0,0,0,0,0,0,0,3,0,20,0,0,0,0,0,23.0,37
31,2025-03-13,1,G. Nicotera,Italy,Hooker,13.0,Hooker,51,0,0,0,0,0,0,0,0,0,3,0,20,0,0,0,0,0,23.0,45
32,2025-03-13,1,R. Kelleher,Ireland,Hooker,13.0,Hooker,50,0,49,5,0,0,0,0,0,0,2,0,7,0,0,0,0,0,23.0,46
33,2025-03-13,1,L. Cannone,Italy,Back Row,14.0,Back Row,54,0,64,0,0,0,0,0,0,0,3,0,14,0,0,1,0,0,22.0,40
34,2025-03-13,1,P. Barassi,France,Centre,12.0,Centre,80,0,32,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,22.0,27
35,2025-03-13,1,G. Gilchrist,Scotland,Second Row,11.0,Second Row,80,0,31,1,1,0,0,0,0,0,5,0,10,0,0,0,0,0,22.0,27
36,2025-03-13,1,B. Thomas,Wales,Centre,13.0,Fly-Half,80,0,104,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,21.0,26
37,2025-03-13,1,Y. Moefana,France,Centre,12.0,Centre,80,0,34,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,21.0,26
38,2025-03-13,1,N. Tompkins,Wales,Centre,13.0,Centre,80,0,59,2,2,0,0,0,0,0,0,0,8,0,0,0,0,0,21.0,26
39,2025-03-13,1,M. Fagerson,Scotland,Back Row,14.0,Back Row,80,0,56,0,1,0,0,0,0,0,5,0,10,0,0,2,0,0,20.0,25
40,2025-03-13,1,B. Curry,England,Back Row,13.0,Back Row,60,0,9,1,0,0,0,0,0,0,1,0,18,0,0,1,0,0,20.0,33
41,2025-03-13,1,T. Allan,Italy,Fly-Half,11.0,Back Three,80,0,30,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,20.0,25
42,2025-03-13,1,J. Gros,France,Prop,10.0,Prop,49,0,36,3,0,0,0,0,0,0,2,0,9,0,0,0,0,0,20.0,40
43,2025-03-13,1,F. Russell,Scotland,Fly-Half,20.0,Fly-Half,80,0,31,3,0,0,0,3,0,0,0,0,5,0,0,1,0,0,19.0,23
44,2025-03-13,1,Z. Fagerson,Scotland,Prop,14.0,Prop,68,0,69,1,1,0,0,0,0,0,3,0,6,0,0,0,0,0,19.0,27
45,2025-03-13,1,M. Hansen,Ireland,Back Three,14.0,Back Three,67,0,67,4,1,0,0,0,0,0,0,0,5,0,0,2,0,0,19.0,28
46,2025-03-13,1,E. Meafou,France,Second Row,11.0,Second Row,49,0,30,1,1,0,0,0,0,0,2,0,10,0,0,0,0,0,19.0,38
47,2025-03-13,1,P. Boudehent,France,Back Row,13.0,Back Row,80,0,15,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,18.0,22
48,2025-03-13,1,G. Thomas,Wales,Prop,11.0,Prop,45,0,8,0,0,0,0,0,0,0,4,0,16,0,0,2,0,0,18.0,40
49,2025-03-13,1,J. Botham,Wales,Back Row,11.0,Back Row,63,0,13,0,0,0,0,0,0,0,6,0,12,0,0,1,0,0,18.0,28
50,2025-03-13,1,J. Dempsey,Scotland,Back Row,16.0,Subs,29,0,26,0,0,0,0,0,0,0,4,0,6,1,0,0,0,0,17.0,58
51,2025-03-13,1,P. Garbisi,Italy,Fly-Half,18.0,Fly-Half,80,0,47,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,17.0,21
52,2025-03-13,1,F. Cros,France,Back Row,16.0,Back Row,60,0,1,0,1,0,0,0,0,0,2,0,13,0,0,0,0,0,17.0,28
53,2025-03-13,1,B. White,Scotland,Scrum-Half,14.0,Scrum-Half,57,0,9,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,17.0,29
54,2025-03-13,1,E. Ashman,Scotland,Hooker,13.0,Subs,29,0,21,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,17.0,58
55,2025-03-13,1,G. Ringrose,Ireland,Centre,14.0,Centre,80,0,36,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,17.0,21
56,2025-03-13,1,J. Gray,Scotland,Second Row,10.0,Second Row,57,0,29,1,4,0,0,0,0,0,1,0,5,0,0,1,0,0,17.0,29
57,2025-03-13,1,S. Ferrari,Italy,Prop,9.0,Prop,51,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,17.0,33
58,2025-03-13,1,M. Itoje,England,Second Row,17.0,Second Row,80,0,10,0,0,0,0,0,0,0,2,0,15,0,0,2,0,0,16.0,20
59,2025-03-13,1,R. Baird,Ireland,Back Row,12.0,Back Row,50,0,43,2,1,0,0,0,0,0,2,0,5,0,0,1,0,0,16.0,32
60,2025-03-13,1,D. Cherry,Scotland,Hooker,9.0,Hooker,51,0,29,0,1,0,1,0,0,0,1,0,7,0,0,0,0,0,16.0,31
61,2025-03-13,1,H. Thomas,Wales,Prop,7.0,Prop,45,0,9,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,16.0,35
62,2025-03-13,1,P. Mauvaka,France,Hooker,15.0,Hooker,49,0,23,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,15.0,30
63,2025-03-13,1,J. Conan,Ireland,Back Row,12.0,Subs,30,0,56,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,15.0,50
64,2025-03-13,1,F. Ruzza,Italy,Second Row,14.0,Second Row,68,0,17,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,15.0,22
65,2025-03-13,1,G. Martin,England,Second Row,13.0,Second Row,60,0,14,0,0,0,0,0,0,0,1,0,14,0,0,1,0,0,15.0,25
66,2025-03-13,1,A. Capuozzo,Italy,Back Three,16.0,Back Three,80,0,33,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14.0,17
67,2025-03-13,1,S. Prendergast,Ireland,Fly-Half,12.0,Fly-Half,58,0,29,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,14.0,24
68,2025-03-13,1,E. Genge,England,Prop,14.0,Prop,70,0,43,1,0,0,0,0,0,0,1,0,9,0,0,2,0,0,14.0,20
69,2025-03-13,1,H. Keenan,Ireland,Back Three,14.0,Back Three,80,0,81,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,14.0,17
70,2025-03-13,1,E. Dee,Wales,Hooker,12.0,Subs,38,0,25,0,0,0,0,0,0,0,4,0,9,0,0,1,0,0,14.0,36
71,2025-03-13,1,L. Cowan-Dickie,England,Hooker,12.0,Hooker,55,0,17,0,0,0,0,0,0,0,1,0,8,1,0,1,0,0,14.0,25
72,2025-03-13,1,D. Lamb,Italy,Second Row,8.0,Second Row,54,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,14.0,25
73,2025-03-13,1,G. Brown,Scotland,Back Row,7.0,Subs,23,0,6,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,14.0,60
74,2025-03-13,1,R. Ntamack,France,Fly-Half,18.0,Fly-Half,70,0,43,2,1,0,1,0,0,0,0,0,8,0,0,1,0,1,13.0,18
75,2025-03-13,1,G. Lucchesi,Italy,Hooker,13.0,Subs,29,0,26,2,0,0,0,0,0,0,0,0,8,0,0,1,0,0,13.0,44
76,2025-03-13,1,T. Dan,England,Hooker,10.0,Subs,25,0,17,2,0,0,1,0,0,0,1,0,3,0,0,0,0,0,13.0,52
77,2025-03-13,1,M. Ioane,Italy,Back Three,16.0,Back Three,67,0,37,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12.0,17
78,2025-03-13,1,H. Slade,England,Centre,12.0,Centre,80,0,30,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,12.0,15
79,2025-03-13,1,M. Guillard,France,Second Row,8.0,Subs,31,0,29,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,12.0,38
80,2025-03-13,1,A. Mitchell,England,Scrum-Half,14.0,Scrum-Half,65,0,25,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11.0,16
81,2025-03-13,1,J. Ritchie,Scotland,Back Row,12.0,Back Row,51,0,18,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,11.0,21
82,2025-03-13,1,M. Zuliani,Italy,Back Row,10.0,Subs,18,0,34,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11.0,61
83,2025-03-13,1,N. Smith,Wales,Prop,7.0,Subs,35,0,28,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,11.0,31
84,2025-03-13,1,T. Williams,Wales,Scrum-Half,15.0,Scrum-Half,70,0,19,0,1,0,0,0,0,0,0,0,8,0,0,1,0,0,10.0,14
85,2025-03-13,1,J. Ryan,Ireland,Second Row,13.0,Second Row,61,0,8,0,0,0,0,0,0,0,3,0,8,0,0,1,0,0,10.0,16
86,2025-03-13,1,N. Cannone,Italy,Second Row,14.0,Subs,37,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10.0,27
87,2025-03-13,1,P. Schoeman,Scotland,Prop,13.0,Prop,51,0,62,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,10.0,19
88,2025-03-13,1,J. Adams,Wales,Back Three,13.0,Back Three,80,0,60,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,10.0,12
89,2025-03-13,1,F. Steward,England,Back Three,12.0,Back Three,65,0,78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.0,15
90,2025-03-13,1,T. Jordan,Scotland,Fly-Half,11.0,Subs,23,0,8,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,9.0,39
91,2025-03-13,1,F. Smith,England,Fly-Half,9.0,Subs,15,0,26,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9.0,60
92,2025-03-13,1,F. Bealham,Ireland,Prop,11.0,Prop,58,0,7,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,9.0,15
93,2025-03-13,1,T. Rogers,Wales,Back Three,11.0,Back Three,61,0,49,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9.0,14
94,2025-03-13,1,U. Atonio,France,Prop,11.0,Prop,49,0,15,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,9.0,18
95,2025-03-13,1,S. Gesi,Italy,Back Three,11.0,Subs,13,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,69
96,2025-03-13,1,D. Edwards,Wales,Fly-Half,11.0,Subs,54,0,39,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,9.0,16
97,2025-03-13,1,W. Stuart,England,Prop,9.0,Prop,57,0,14,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,9.0,15
98,2025-03-13,1,R. Sutherland,Scotland,Prop,9.0,Subs,29,0,21,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,9.0,31
99,2025-03-13,1,C. Baille,France,Prop,13.0,Subs,31,0,30,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,8.0,25
100,2025-03-13,1,A. Roumat,France,Second Row,11.0,Second Row,49,0,11,0,0,0,0,0,0,0,2,0,6,0,0,1,0,0,8.0,16
101,2025-03-13,1,E. Lloyd,Wales,Hooker,8.0,Hooker,36,0,20,1,0,0,0,0,0,0,4,0,7,0,0,2,1,0,8.0,22
102,2025-03-13,1,S. McDowall,Scotland,Centre,8.0,Centre,57,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7.0,12
103,2025-03-13,1,H. Auradou,France,Second Row,0.0,Unknown,31,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,7.0,22
104,2025-03-13,1,M. Riccioni,Italy,Prop,8.0,Subs,29,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7.0,24
105,2025-03-13,1,R. Henshaw,Ireland,Centre,10.0,Subs,36,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6.0,16
106,2025-03-13,1,O. Chessum,England,Second Row,13.0,Subs,20,0,12,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,6.0,30
107,2025-03-13,1,J. Crowley,Ireland,Fly-Half,14.0,Subs,22,0,7,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,6.0,27
108,2025-03-13,1,K. Assiratti,Wales,Prop,8.0,Subs,35,0,7,0,0,0,0,0,0,0,4,0,3,0,0,1,0,0,6.0,17
109,2025-03-13,1,R. Vintcent,Italy,Back Row,12.0,Subs,26,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.0,19
110,2025-03-13,1,T. Willis,England,Back Row,10.0,Subs,25,0,27,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5.0,20
111,2025-03-13,1,O. Jegou,France,Back Row,10.0,Subs,20,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5.0,25
112,2025-03-13,1,N. Le Garrec,France,Scrum-Half,12.0,Subs,31,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5.0,16
113,2025-03-13,1,I. Henderson,Ireland,Second Row,10.0,Subs,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5.0,26
114,2025-03-13,1,C. Cunningham-South,England,Back Row,14.0,Subs,20,0,9,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,4.0,20
115,2025-03-13,1,F. Baxter,England,Prop,9.0,Subs,10,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4.0,40
116,2025-03-13,1,W. Hurd,Scotland,Prop,9.0,Subs,12,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,4.0,33
117,2025-03-13,1,M. Page-Relo,Italy,Scrum-Half,10.0,Scrum-Half,62,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.0,4
118,2025-03-13,1,B. Murray,Wales,Back Three,11.0,Subs,19,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,10
119,2025-03-13,1,C. Healy,Ireland,Prop,9.0,Subs,7,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.0,28
120,2025-03-13,1,G. Horne,Scotland,Scrum-Half,10.0,Subs,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.0,8
121,2025-03-13,1,J. Heyes,England,Prop,8.0,Subs,23,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.0,8
122,2025-03-13,1,A. Garbisi,Italy,Scrum-Half,8.0,Subs,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.0,11
123,2025-03-13,1,T. Clarkson,Ireland,Prop,7.0,Subs,22,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.0,9
124,2025-03-13,1,C. Murray,Ireland,Scrum-Half,11.0,Subs,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,16
125,2025-03-13,1,R. Williams,Wales,Scrum-Half,9.0,Subs,10,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,10
129,2025-03-13,1,F. Thomas,Wales,Second Row,9.0,Subs,13,0,16,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,-2.0,-15
227,2025-03-12,2,L. Cannone,Italy,Back Row,14.4,Back Row,80,1,104,7,0,0,0,0,0,0,3,0,17,2,0,2,0,0,67.0,83
228,2025-03-12,2,L. Bielle-Biarrey,France,Back Three,15.9,Back Three,80,0,110,4,2,2,1,0,0,0,0,0,9,0,0,0,0,0,56.0,70
229,2025-03-12,2,C. Doris,Ireland,Back Row,17.9,Back Row,80,0,80,1,0,1,0,0,0,0,7,0,17,1,0,1,0,0,53.0,66
230,2025-03-12,2,S. Prendergast,Ireland,Fly-Half,12.2,Fly-Half,80,1,22,2,0,0,1,3,2,0,0,0,9,0,0,0,0,0,46.0,57
231,2025-03-12,2,F. Smith,England,Fly-Half,9.4,Fly-Half,80,1,15,1,0,0,2,2,0,0,0,0,9,0,0,0,0,0,39.0,48
232,2025-03-12,2,B. Kinghorn,Scotland,Back Three,17.4,Back Three,80,0,159,4,3,0,0,1,2,0,0,0,1,0,0,0,0,0,38.0,47
233,2025-03-12,2,D. Penaud,France,Back Three,18.6,Back Three,80,0,106,6,0,1,1,0,0,0,0,0,2,0,0,1,0,0,37.0,46
234,2025-03-12,2,T. Freeman,England,Back Three,14.5,Back Three,80,0,58,4,3,1,1,0,0,0,0,0,4,0,0,1,0,0,36.0,45
235,2025-03-12,2,T. Ramos,France,Back Three,19.4,Back Three,80,0,162,3,2,0,0,2,2,0,0,0,0,0,0,2,0,0,34.0,42
236,2025-03-12,2,T. Curry,England,Back Row,15.2,Back Row,80,0,42,3,1,0,0,0,0,0,6,0,11,1,0,0,0,0,34.0,42
237,2025-03-12,2,J. van der Flier,Ireland,Back Row,15.2,Back Row,80,0,30,3,0,0,0,0,0,0,7,0,19,0,0,1,0,0,34.0,42
238,2025-03-12,2,T. Willis,England,Back Row,10.0,Back Row,53,0,37,5,0,0,0,0,0,0,6,0,16,0,0,1,0,0,34.0,64
239,2025-03-12,2,B. Earl,England,Back Row,20.2,Back Row,80,0,85,4,0,0,0,0,0,0,6,0,6,1,0,0,0,0,33.0,41
240,2025-03-12,2,J. Conan,Ireland,Back Row,12.5,Subs,33,0,9,0,0,1,0,0,0,0,4,0,6,1,0,0,0,0,30.0,90
241,2025-03-12,2,R. Henshaw,Ireland,Centre,13.9,Centre,80,0,71,2,0,0,1,0,0,0,0,0,13,0,0,0,0,0,28.0,35
242,2025-03-12,2,G. Alldritt,France,Back Row,19.1,Back Row,80,0,106,1,1,0,0,0,0,0,5,0,8,0,0,0,0,0,27.0,33
243,2025-03-12,2,D. van der Merwe,Scotland,Back Three,19.0,Back Three,70,0,65,5,0,1,0,0,0,0,0,0,6,0,0,1,1,0,26.0,37
244,2025-03-12,2,J. Lowe,Ireland,Back Three,18.4,Back Three,80,0,63,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,25.0,31
245,2025-03-12,2,T. Beirne,Ireland,Second Row,17.6,Second Row,71,0,15,1,0,0,0,0,0,0,7,0,12,1,0,2,0,0,25.0,35
246,2025-03-12,2,T. Faletau,Wales,Back Row,12.7,Back Row,80,0,73,1,1,0,0,0,0,0,1,0,16,0,0,3,0,0,25.0,31
247,2025-03-12,2,H. Jones,Scotland,Centre,17.9,Centre,80,0,59,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,24.0,30
248,2025-03-12,2,R. Darge,Scotland,Back Row,15.3,Back Row,80,0,13,0,2,0,0,0,0,0,5,0,15,0,0,1,0,0,24.0,30
249,2025-03-12,2,J. Morgan,Wales,Back Row,17.2,Back Row,80,0,44,3,0,0,0,0,0,0,1,0,13,0,0,1,0,0,23.0,28
250,2025-03-12,2,M. Smith,England,Fly-Half,17.5,Back Three,80,0,140,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,23.0,28
251,2025-03-12,2,B. White,Scotland,Scrum-Half,14.1,Scrum-Half,80,0,12,2,1,1,0,0,0,0,0,0,7,0,0,1,0,0,23.0,28
252,2025-03-12,2,S. Negri,Italy,Back Row,13.0,Back Row,61,0,40,0,0,0,0,0,0,0,2,0,10,0,1,0,0,0,23.0,37
253,2025-03-12,2,A. Wainwright,Wales,Back Row,16.0,Subs,23,0,40,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,22.0,95
254,2025-03-12,2,F. Bealham,Ireland,Prop,11.0,Prop,60,0,0,0,0,0,0,0,0,0,4,0,13,1,0,0,0,0,22.0,36
255,2025-03-12,2,M. Itoje,England,Second Row,16.8,Second Row,80,0,8,0,0,0,0,0,0,0,6,0,10,1,0,0,0,0,21.0,26
256,2025-03-12,2,J. Ryan,Ireland,Second Row,12.8,Second Row,65,0,7,0,0,0,0,0,0,0,5,0,11,0,1,2,0,0,21.0,32
257,2025-03-12,2,F. Baxter,England,Prop,9.2,Subs,28,0,22,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,21.0,75
258,2025-03-12,2,J. Dempsey,Scotland,Back Row,16.4,Back Row,60,0,47,2,0,0,0,0,0,0,3,0,9,0,0,0,0,0,20.0,33
259,2025-03-12,2,B. Murray,Wales,Back Three,11.0,Subs,80,0,50,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20.0,25
