,extraction_date,round,name,club,position,fantasy_value,fantasy_position_group,minutes,man_of_match,meters_carried,defenders_beaten,offloads,tries,assists,conversions,penalties,drop_goals,scrum_wins,kick_50_22,tackles,breakdown_steals,lineout_steals,penalties_conceded,yellow_cards,red_cards,points,points_per_min
260,2025-03-12,2,T. Allan,Italy,Fly-Half,11.4,Back Three,74,0,29,0,0,0,0,1,5,0,0,0,2,0,0,1,0,0,20.0,27
261,2025-03-12,2,P. Garbisi,Italy,Fly-Half,17.4,Fly-Half,70,0,34,2,0,0,1,0,0,0,0,0,8,0,0,0,0,0,19.0,27
262,2025-03-12,2,F. Cros,France,Back Row,16.1,Back Row,80,0,18,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,19.0,23
263,2025-03-12,2,G. Martin,England,Second Row,13.0,Second Row,61,0,15,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,19.0,31
264,2025-03-12,2,A. Porter,Ireland,Prop,15.3,Prop,69,0,15,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,18.0,26
265,2025-03-12,2,O. Sleightholme,England,Back Three,13.7,Back Three,80,0,50,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18.0,22
266,2025-03-12,2,E. Genge,England,Prop,13.9,Prop,52,0,11,0,1,0,0,0,0,0,6,0,11,0,0,2,0,0,18.0,34
267,2025-03-12,2,D. Fischetti,Italy,Prop,12.8,Prop,66,0,23,1,0,0,0,0,0,0,3,0,11,0,0,0,0,0,18.0,27
268,2025-03-12,2,P. O'Mahony,Ireland,Back Row,10.8,Back Row,52,0,37,0,0,0,0,0,0,0,3,0,7,1,0,0,0,0,18.0,34
269,2025-03-12,2,S. McDowall,Scotland,Centre,8.0,Subs,59,0,29,1,1,0,1,0,0,0,0,0,8,0,0,0,0,0,18.0,30
270,2025-03-12,2,P. Mauvaka,France,Hooker,15.1,Hooker,56,0,25,1,0,0,0,0,0,0,4,0,4,1,0,0,0,0,17.0,30
271,2025-03-12,2,M. Lamaro,Italy,Back Row,15.3,Back Row,66,0,7,0,0,0,0,0,0,0,3,0,9,1,0,0,0,0,17.0,25
272,2025-03-12,2,M. Fagerson,Scotland,Back Row,14.0,Back Row,80,0,32,3,0,0,0,0,0,0,5,0,6,0,0,3,0,0,17.0,21
273,2025-03-12,2,Y. Moefana,France,Centre,12.4,Centre,80,0,46,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,17.0,21
274,2025-03-12,2,E. Daly,England,Back Three,11.7,Subs,4,0,33,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0,425
275,2025-03-12,2,E. Meafou,France,Second Row,11.6,Second Row,66,0,41,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,17.0,25
276,2025-03-12,2,A. Roumat,France,Second Row,11.0,Second Row,50,0,21,1,0,0,0,0,0,0,4,0,2,0,1,0,0,0,17.0,34
277,2025-03-12,2,D. Cherry,Scotland,Hooker,9.6,Hooker,47,0,4,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,16.0,34
278,2025-03-12,2,F. Thomas,Wales,Second Row,8.9,Subs,80,0,16,0,0,0,0,0,0,0,1,0,9,0,1,2,0,0,16.0,20
279,2025-03-12,2,Z. Fagerson,Scotland,Prop,14.1,Prop,68,0,43,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,15.0,22
280,2025-03-12,2,N. Cannone,Italy,Second Row,13.0,Second Row,80,0,15,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,15.0,18
281,2025-03-12,2,L. Cowan-Dickie,England,Hooker,12.3,Hooker,61,0,12,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,15.0,24
282,2025-03-12,2,C. Nash,Ireland,Back Three,0.0,Unknown,65,0,20,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,15.0,23
283,2025-03-12,2,J. Gray,Scotland,Second Row,10.4,Second Row,47,0,15,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,15.0,31
284,2025-03-12,2,A. Capuozzo,Italy,Back Three,15.7,Back Three,80,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,14.0,17
285,2025-03-12,2,J. Gros,France,Prop,10.6,Prop,56,0,24,1,0,0,0,0,0,0,4,0,6,0,0,0,0,0,14.0,25
286,2025-03-12,2,J. Dobie,Scotland,Scrum-Half,10.8,Subs,59,0,15,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,14.0,23
287,2025-03-12,2,M. Page-Relo,Italy,Scrum-Half,9.7,Scrum-Half,69,0,29,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14.0,20
288,2025-03-12,2,P. Barassi,France,Centre,12.5,Centre,80,0,55,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,13.0,16
289,2025-03-12,2,G. Nicotera,Italy,Hooker,13.4,Hooker,52,0,0,0,0,0,0,0,0,0,2,0,11,0,0,1,0,0,12.0,23
290,2025-03-12,2,J. Botham,Wales,Back Row,11.4,Back Row,57,0,27,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,12.0,21
291,2025-03-12,2,T. Jordan,Scotland,Fly-Half,11.3,Centre,80,0,34,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,11.0,13
292,2025-03-12,2,J. Ritchie,Scotland,Back Row,12.1,Subs,20,0,16,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,11.0,55
293,2025-03-12,2,W. Stuart,England,Prop,9.2,Prop,58,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,11.0,18
294,2025-03-12,2,D. Sheehan,Ireland,Hooker,18.4,Subs,40,0,2,0,0,0,0,0,0,0,4,0,7,0,0,1,0,0,10.0,25
295,2025-03-12,2,H. Keenan,Ireland,Back Three,13.7,Back Three,80,0,25,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,10.0,12
296,2025-03-12,2,J. Gibson-Park,Ireland,Scrum-Half,17.0,Scrum-Half,69,0,7,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,9.0,13
297,2025-03-12,2,P. Boudehent,France,Back Row,12.9,Back Row,50,0,25,0,0,0,0,0,0,0,4,0,4,0,0,1,0,0,9.0,18
298,2025-03-12,2,F. Ruzza,Italy,Second Row,13.9,Second Row,61,0,6,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,9.0,14
299,2025-03-12,2,A. Mitchell,England,Scrum-Half,13.8,Scrum-Half,80,0,59,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9.0,11
300,2025-03-12,2,P. Schoeman,Scotland,Prop,12.9,Subs,33,0,32,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,9.0,27
301,2025-03-12,2,R. Baird,Ireland,Back Row,12.4,Subs,19,0,14,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,9.0,47
302,2025-03-12,2,M. Zuliani,Italy,Back Row,10.4,Subs,14,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,9.0,64
303,2025-03-12,2,G. Gilchrist,Scotland,Second Row,11.5,Second Row,68,0,14,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,9.0,13
304,2025-03-12,2,S. Ferrari,Italy,Prop,9.7,Prop,52,0,4,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,9.0,17
305,2025-03-12,2,T. Menoncello,Italy,Centre,15.8,Centre,80,0,10,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,8.0,10
306,2025-03-12,2,M. Ioane,Italy,Back Three,15.8,Back Three,80,0,31,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8.0,10
307,2025-03-12,2,E. Ashman,Scotland,Hooker,13.4,Subs,33,0,19,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,8.0,24
308,2025-03-12,2,R. Kelleher,Ireland,Hooker,13.4,Hooker,41,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,8.0,19
309,2025-03-12,2,E. Dee,Wales,Hooker,12.4,Subs,35,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8.0,22
310,2025-03-12,2,O. Jegou,France,Back Row,10.1,Subs,30,0,22,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,8.0,26
311,2025-03-12,2,W. Rowlands,Wales,Second Row,10.9,Second Row,57,0,33,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,8.0,14
312,2025-03-12,2,U. Atonio,France,Prop,11.1,Prop,56,0,15,0,1,0,0,0,0,0,4,0,2,0,0,1,0,0,8.0,14
313,2025-03-12,2,D. Edwards,Wales,Fly-Half,11.0,Subs,32,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,25
314,2025-03-12,2,R. Sutherland,Scotland,Prop,9.3,Prop,47,0,25,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,8.0,17
315,2025-03-12,2,E. Lloyd,Wales,Hooker,8.2,Hooker,45,0,27,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0,8.0,17
316,2025-03-12,2,C. Baille,France,Prop,13.0,Subs,24,0,6,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,7.0,29
317,2025-03-12,2,R. Vintcent,Italy,Back Row,12.0,Subs,19,0,2,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,7.0,36
318,2025-03-12,2,G. Lucchesi,Italy,Hooker,13.2,Subs,28,0,8,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,7.0,25
319,2025-03-12,2,G. Thomas,Wales,Prop,11.5,Prop,45,0,5,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,7.0,15
320,2025-03-12,2,E. James,Wales,Centre,8.8,Centre,80,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7.0,8
321,2025-03-12,2,B. Aki,Ireland,Centre,15.7,Centre,57,0,18,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,6.0,10
322,2025-03-12,2,H. Slade,England,Centre,12.0,Centre,76,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,7
323,2025-03-12,2,T. Rogers,Wales,Back Three,11.0,Back Three,61,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,6.0,9
324,2025-03-12,2,C. Healy,Ireland,Prop,9.1,Subs,11,0,6,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,6.0,54
325,2025-03-12,2,T. Clarkson,Ireland,Prop,7.0,Subs,20,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6.0,30
326,2025-03-12,2,D. Graham,Scotland,Back Three,17.0,Back Three,21,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5.0,23
327,2025-03-12,2,O. Chessum,England,Second Row,13.1,Subs,19,0,18,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,26
328,2025-03-12,2,B. Thomas,Wales,Centre,13.1,Fly-Half,48,0,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5.0,10
329,2025-03-12,2,J. Brex,Italy,Centre,14.3,Centre,80,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5.0,6
330,2025-03-12,2,H. Auradou,France,Second Row,8.2,Subs,30,0,4,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,5.0,16
331,2025-03-12,2,J. Marchand,France,Hooker,13.8,Subs,24,0,5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4.0,16
332,2025-03-12,2,J. Heyes,England,Prop,8.0,Subs,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4.0,18
333,2025-03-12,2,G. Brown,Scotland,Back Row,7.7,Subs,33,0,9,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,4.0,12
334,2025-03-12,2,J. George,England,Hooker,14.7,Subs,19,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,15
335,2025-03-12,2,T. Williams,Wales,Scrum-Half,14.7,Scrum-Half,67,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,4
336,2025-03-12,2,C. Murray,Ireland,Scrum-Half,11.0,Subs,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,27
337,2025-03-12,2,T. Williams,Wales,Second Row,0.0,Unknown,23,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,13
338,2025-03-12,2,M. Guillard,France,Second Row,8.5,Subs,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.0,21
339,2025-03-12,2,J. Trulla,Italy,Back Three,10.8,Subs,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.0,18
340,2025-03-12,2,K. Assiratti,Wales,Prop,8.1,Subs,35,0,9,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3.0,8
341,2025-03-12,2,H. Thomas,Wales,Prop,7.7,Prop,45,0,15,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,3.0,6
342,2025-03-12,2,B. Curry,England,Back Row,13.2,Subs,27,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.0,7
343,2025-03-12,2,G. Ringrose,Ireland,Centre,13.9,Subs,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.0,8
344,2025-03-12,2,N. Tompkins,Wales,Centre,13.1,Centre,69,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2
345,2025-03-12,2,J. Adams,Wales,Back Three,12.5,Back Three,70,0,24,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.0,2
346,2025-03-12,2,S. Skinner,Scotland,Second Row,10.0,Subs,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.0,16
347,2025-03-12,2,N. Smith,Wales,Prop,7.4,Subs,35,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,5
348,2025-03-12,2,F. Russell,Scotland,Fly-Half,19.5,Fly-Half,21,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,4
349,2025-03-12,2,N. Le Garrec,France,Scrum-Half,12.0,Subs,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,7
350,2025-03-12,2,J. Hathaway,Wales,Back Three,0.0,Unknown,30,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,3
351,2025-03-12,2,A. Garbisi,Italy,Scrum-Half,8.0,Subs,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,9
355,2025-03-12,2,W. Hurd,Scotland,Prop,7.2,Subs,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,-8
356,2025-03-12,2,D. Lamb,Italy,Second Row,8.5,Subs,17,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,1,0,-2.0,-11
454,2025-03-12,3,D. van der Merwe,Scotland,Back Three,19.1,Back Three,80,1,140,5,3,1,1,0,0,0,0,0,3,0,0,0,0,0,62.0,77
455,2025-03-12,3,L. Barre,France,Back Three,11.5,Back Three,80,0,164,6,3,2,0,0,0,0,0,0,2,0,0,0,0,0,56.0,70
456,2025-03-12,3,G. Alldritt,France,Back Row,19.1,Back Row,48,0,62,4,1,1,0,0,0,0,0,0,7,2,0,1,0,0,47.0,97
457,2025-03-12,3,B. Murray,Wales,Back Three,11.4,Back Three,80,0,103,11,2,0,1,0,0,0,0,0,5,0,0,0,0,0,45.0,56
458,2025-03-12,3,B. Kinghorn,Scotland,Back Three,17.7,Back Three,80,0,181,7,3,0,1,0,0,0,0,0,3,0,0,1,0,0,44.0,55
459,2025-03-12,3,T. Attissogbe,France,Back Three,12.0,Back Three,80,0,88,3,2,1,1,0,0,0,0,0,10,0,0,0,0,0,42.0,52
460,2025-03-12,3,Y. Moefana,France,Centre,12.3,Centre,80,0,115,4,4,0,1,0,0,0,0,0,8,0,0,0,0,0,39.0,48
461,2025-03-12,3,T. Menoncello,Italy,Centre,15.2,Centre,80,0,68,4,0,1,0,0,0,0,0,0,15,0,0,1,0,0,38.0,47
462,2025-03-12,3,J. Conan,Ireland,Back Row,13.4,Back Row,44,0,59,0,1,1,0,0,0,0,1,0,10,1,0,0,0,0,38.0,86
463,2025-03-12,3,L. Bielle-Biarrey,France,Back Three,17.4,Back Three,80,0,84,2,0,1,3,0,0,0,0,0,3,0,0,0,0,0,37.0,46
464,2025-03-12,3,J. Morgan,Wales,Back Row,17.0,Back Row,80,0,49,1,1,1,0,0,0,0,1,0,14,0,0,1,0,0,37.0,46
465,2025-03-12,3,S. Prendergast,Ireland,Fly-Half,13.3,Fly-half,80,0,14,1,1,0,0,1,5,0,0,1,8,0,0,0,0,0,37.0,46
466,2025-03-12,3,T. Ramos,France,Back Three,19.6,Fly-half,68,0,67,2,3,0,0,8,0,0,0,0,4,0,0,0,0,0,36.0,52
467,2025-03-12,3,B. Earl,England,Back Row,20.4,Back Row,80,0,64,3,0,0,0,0,0,0,2,0,17,1,0,2,0,0,34.0,42
468,2025-03-12,3,J. Gibson-Park,Ireland,Scrum-Half,16.6,Scrum-half,78,1,9,1,0,0,1,0,0,0,0,0,7,1,0,0,0,0,33.0,42
469,2025-03-12,3,P. Garbisi,Italy,Fly-Half,17.1,Fly-half,80,0,44,2,1,1,0,1,0,0,0,0,9,0,0,0,0,0,31.0,38
470,2025-03-12,3,M. Guillard,France,Second Row,8.6,Second Row,48,0,47,1,1,1,0,0,0,0,0,0,3,1,0,0,0,0,31.0,64
471,2025-03-12,3,J. Osborne,Ireland,Centre,8.7,Back Three,80,0,74,2,1,1,0,0,0,0,0,0,6,0,0,0,0,0,29.0,36
472,2025-03-12,3,T. Jordan,Scotland,Fly-Half,11.2,Centre,80,0,93,5,0,0,1,0,0,0,0,0,5,0,0,1,0,0,27.0,33
473,2025-03-12,3,J. Brex,Italy,Centre,13.6,Centre,80,0,36,0,0,1,1,0,0,0,0,0,10,0,0,1,0,0,26.0,32
474,2025-03-12,3,J. Ritchie,Scotland,Back Row,12.4,Back Row,80,0,20,0,0,0,0,0,0,0,1,0,9,3,0,1,0,0,26.0,32
475,2025-03-12,3,F. Smith,England,Fly-Half,10.7,Fly-half,80,0,31,2,0,0,0,0,1,0,0,0,16,0,0,0,0,0,26.0,32
476,2025-03-12,3,P. O'Mahony,Ireland,Back Row,0.0,Unknown,80,0,34,1,0,0,0,0,0,0,2,0,19,0,0,0,0,0,26.0,32
477,2025-03-12,3,E. Mee,Wales,Back Three,10.6,Back Three,80,0,109,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,24.0,30
478,2025-03-12,3,P. Boudehent,France,Back Row,12.8,Back Row,48,0,21,1,0,1,0,0,0,0,0,0,5,0,0,1,0,0,23.0,47
479,2025-03-12,3,P. Barassi,France,Centre,12.2,Centre,80,0,81,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,23.0,28
480,2025-03-12,3,H. Jones,Scotland,Centre,17.7,Centre,64,0,74,0,1,1,0,0,0,0,0,0,4,0,0,1,0,0,22.0,34
481,2025-03-12,3,T. Freeman,England,Back Three,15.2,Back Three,80,0,17,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,22.0,27
482,2025-03-12,3,A. Capuozzo,Italy,Back Three,15.4,Back Three,80,0,58,4,1,0,0,0,0,0,0,0,7,0,0,0,0,0,22.0,27
483,2025-03-12,3,P. Mauvaka,France,Hooker,15.2,Hooker,48,0,26,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,22.0,45
484,2025-03-12,3,T. Faletau,Wales,Back Row,12.9,Back Row,80,0,78,2,1,0,0,0,0,0,1,0,8,0,0,1,0,0,21.0,26
485,2025-03-12,3,M. Llewellyn,Wales,Centre,11.0,Centre,80,0,60,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,21.0,26
486,2025-03-12,3,W. Rowlands,Wales,Second Row,10.8,Second Row,72,0,34,2,0,0,0,0,0,0,1,0,6,0,1,0,0,0,21.0,29
487,2025-03-12,3,T. Rogers,Wales,Back Three,10.8,Back Three,63,0,39,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,21.0,33
488,2025-03-12,3,K. Rowe,Scotland,Back Three,9.7,Back Three,80,0,62,6,1,0,0,0,0,0,0,0,2,0,0,1,0,0,21.0,26
489,2025-03-12,3,M. Smith,England,Fly-Half,17.3,Back Three,80,0,81,1,0,0,0,1,2,0,0,0,3,0,0,1,0,0,20.0,25
490,2025-03-12,3,J. Lowe,Ireland,Back Three,18.3,Back Three,80,0,68,1,2,0,1,0,0,0,0,0,3,0,0,0,0,0,19.0,23
491,2025-03-12,3,T. Reffell,Wales,Back Row,17.1,Back Row,56,0,16,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,19.0,33
492,2025-03-12,3,M. Itoje,England,Second Row,16.9,Second Row,80,0,5,0,0,0,0,0,0,0,2,0,13,1,0,1,0,0,19.0,23
493,2025-03-12,3,M. Lamaro,Italy,Back Row,15.4,Back Row,62,0,23,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,19.0,30
494,2025-03-12,3,B. White,Scotland,Scrum-Half,14.3,Scrum-half,64,0,22,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,19.0,29
495,2025-03-12,3,B. Curry,England,Back Row,13.0,Subs,44,0,1,0,0,0,0,0,0,0,1,0,13,1,0,0,0,0,19.0,43
496,2025-03-12,3,B. Thomas,Wales,Centre,12.8,Centre,80,0,65,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,19.0,23
497,2025-03-12,3,J. McCarthy,Ireland,Second Row,13.4,Second Row,55,0,27,3,1,0,0,0,0,0,2,0,8,0,0,1,0,0,19.0,34
498,2025-03-12,3,F. Ruzza,Italy,Second Row,13.6,Second Row,80,0,29,1,0,0,1,0,0,0,3,0,9,0,0,1,0,0,19.0,23
499,2025-03-12,3,D. Sheehan,Ireland,Hooker,18.2,Hooker,74,0,34,1,0,0,0,0,0,0,2,0,11,0,0,0,0,0,18.0,24
500,2025-03-12,3,J. George,England,Hooker,14.6,Subs,35,0,8,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,18.0,51
501,2025-03-12,3,R. Henshaw,Ireland,Centre,14.3,Centre,80,0,46,0,1,0,0,0,0,0,0,0,13,0,0,1,0,0,18.0,22
502,2025-03-12,3,S. Negri,Italy,Back Row,13.3,Back Row,67,0,39,0,0,0,0,0,0,0,1,0,14,0,0,1,0,0,17.0,25
503,2025-03-12,3,G. Lucchesi,Italy,Hooker,13.2,Hooker,46,0,19,2,0,0,0,0,0,0,1,0,11,0,0,0,0,0,17.0,36
504,2025-03-12,3,T. Beirne,Ireland,Second Row,17.6,Second Row,80,0,7,0,0,0,0,0,0,0,2,0,15,0,0,1,0,0,16.0,20
505,2025-03-12,3,A. Porter,Ireland,Prop,15.4,Prop,70,0,19,0,1,0,0,0,0,0,2,0,13,0,0,2,0,0,16.0,22
506,2025-03-12,3,N. Cannone,Italy,Second Row,12.8,Second Row,73,0,12,0,0,0,0,0,0,0,3,0,13,0,0,1,0,0,16.0,21
507,2025-03-12,3,G. Anscombe,Wales,Fly-Half,12.0,Fly-half,52,0,26,1,0,0,0,1,2,0,0,0,4,0,0,0,0,0,16.0,30
508,2025-03-12,3,H. Slade,England,Centre,11.7,Centre,80,0,41,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,16.0,20
509,2025-03-12,3,S. McDowall,Scotland,Centre,8.7,Subs,16,0,58,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16.0,100
510,2025-03-12,3,F. Cros,France,Back Row,16.1,Back Row,80,0,21,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,15.0,18
511,2025-03-12,3,J. van der Flier,Ireland,Back Row,15.8,Back Row,80,0,25,0,0,0,0,0,0,0,2,0,12,0,0,1,0,0,15.0,18
512,2025-03-12,3,J. Evans,Wales,Fly-Half,11.0,Subs,28,0,24,5,1,0,0,0,0,0,0,0,2,0,0,1,0,0,15.0,53
513,2025-03-12,3,O. Chessum,England,Second Row,13.1,Second Row,80,0,17,0,0,0,0,0,0,0,2,0,13,0,0,2,0,0,14.0,17
514,2025-03-12,3,W. John,Wales,Prop,7.8,Prop,52,0,23,0,1,0,0,0,0,0,1,0,10,0,0,1,0,0,14.0,26
515,2025-03-12,3,T. Curry,England,Back Row,15.8,Back Row,47,0,5,0,0,0,0,0,0,0,2,0,6,1,0,0,0,0,13.0,27
516,2025-03-12,3,D. Jenkins,Wales,Second Row,15.3,Second Row,80,0,27,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,13.0,16
517,2025-03-12,3,M. Fagerson,Scotland,Back Row,13.9,Subs,26,0,34,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13.0,50
518,2025-03-12,3,J. Marchand,France,Hooker,13.7,Subs,32,0,9,1,0,0,0,0,0,0,4,0,2,1,0,0,0,0,13.0,40
519,2025-03-12,3,E. Genge,England,Prop,14.1,Prop,58,0,25,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,13.0,22
520,2025-03-12,3,E. Daly,England,Back Three,12.5,Subs,35,0,48,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,13.0,37
521,2025-03-12,3,M. Zuliani,Italy,Back Row,10.7,Subs,32,0,7,1,0,0,0,0,0,0,2,0,5,1,0,1,0,0,13.0,40
522,2025-03-12,3,W. Stuart,England,Prop,9.3,Prop,71,0,16,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,13.0,18
523,2025-03-12,3,R. Darge,Scotland,Back Row,15.5,Back Row,80,0,16,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,12.0,15
